situation_number,scenario_id,situation_title,age_group,screen_order,section,node_purpose,element_type,branch,approved_text,approval_status,source_document,character_count,mobile_length_warning
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,60,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,immediate_consequence,Г1,"Информации становится меньше, но родитель всё равно остаётся источником последней игровой инструкции.",утверждено,mental-skills-all-7-situations-approved-v1.md,101,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,61,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,repeated_consequence,Г1,Ребёнок может начать ждать обязательной подсказки родителя непосредственно перед каждой игрой.,утверждено,mental-skills-all-7-situations-approved-v1.md,94,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,62,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,practical_advice,Г1,"Сначала уточните, нужна ли ребёнку ваша поддержка или он действительно хочет обсудить полученную от тренера задачу.",утверждено,mental-skills-all-7-situations-approved-v1.md,115,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,63,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,practical_advice,Г1,Не добавляйте новый игровой совет без запроса ребёнка.,утверждено,mental-skills-all-7-situations-approved-v1.md,54,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,64,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,ready_phrase,Г1,> «Тебе сейчас нужна помощь разобраться в задаче или достаточно моей поддержки?»,утверждено,mental-skills-all-7-situations-approved-v1.md,80,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,65,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,immediate_consequence,Г2,"Ребёнок формулирует собственное понимание игры и называет действия, на которых планирует сосредоточиться.",утверждено,mental-skills-all-7-situations-approved-v1.md,105,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,66,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,repeated_consequence,Г2,"Ему может стать проще анализировать ситуацию, учитывать задачу тренера и самостоятельно выбирать решения во время матча.",утверждено,mental-skills-all-7-situations-approved-v1.md,120,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,67,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,practical_advice,Г2,"Не исправляйте ответ ребёнка сразу. Сначала выслушайте его и спросите, как названные действия связаны с задачей тренера.",утверждено,mental-skills-all-7-situations-approved-v1.md,120,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,68,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,ready_phrase,Г2,> «На каких действиях тебе сегодня важно сосредоточиться?»,утверждено,mental-skills-all-7-situations-approved-v1.md,58,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,69,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,immediate_consequence,Г3,"Роли становятся понятными: тренер отвечает за игровую задачу, ребёнок — за её выполнение и решения на поле, родитель — за поддержку.",утверждено,mental-skills-all-7-situations-approved-v1.md,132,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,70,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,repeated_consequence,Г3,Ребёнку может стать проще самостоятельно входить в игру без ожидания родительских инструкций.,утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,71,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,practical_advice,Г3,"Добавьте сообщение о поддержке, чтобы отказ от тактических советов не прозвучал как безразличие.",утверждено,mental-skills-all-7-situations-approved-v1.md,96,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,72,Вариант Г. «Пожелаю хорошей игры без советов»,approved_source,ready_phrase,Г3,"> «Слушай, что сказал тренер. А я тебя поддержу».",утверждено,mental-skills-all-7-situations-approved-v1.md,49,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,73,Общий вывод,approved_source,summary,root,Перед началом игры ребёнок уже получил указания тренера и одновременно справляется с собственным волнением.,утверждено,mental-skills-all-7-situations-approved-v1.md,107,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,74,Общий вывод,approved_source,summary,root,"Даже правильные, по мнению родителя, советы могут:",утверждено,mental-skills-all-7-situations-approved-v1.md,50,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,75,Общий вывод,approved_source,summary,root,"- увеличить количество информации;
- создать противоречие с задачей тренера;
- усилить давление результата;
- переключить внимание ребёнка с игры на реакцию родителя;
- затруднить самостоятельное принятие решений.",утверждено,mental-skills-all-7-situations-approved-v1.md,213,Да
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,76,Общий вывод,approved_source,summary,root,Перед стартом родителю полезнее помочь ребёнку:,утверждено,mental-skills-all-7-situations-approved-v1.md,47,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,77,Общий вывод,approved_source,summary,root,"1. вспомнить задачу тренера;
2. назвать несколько действий, которые помогут её выполнить;
3. сохранить свободу самостоятельно реагировать на изменения игры.",утверждено,mental-skills-all-7-situations-approved-v1.md,156,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,78,Общий вывод,approved_source,summary,root,"Речь не идёт о том, чтобы ребёнок всю игру механически выполнял одно действие. Задача — выделить несколько понятных ориентиров, которые помогают ему полноценно играть и принимать решения.",утверждено,mental-skills-all-7-situations-approved-v1.md,187,Да
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,79,Практический инструмент. Задача — действия — поддержка,approved_source,practical_tool,root,> «Какую задачу тебе дал тренер?»,утверждено,mental-skills-all-7-situations-approved-v1.md,33,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,80,Практический инструмент. Задача — действия — поддержка,approved_source,practical_tool,root,> «Какие действия помогут тебе выполнить эту задачу?»,утверждено,mental-skills-all-7-situations-approved-v1.md,53,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,81,Практический инструмент. Задача — действия — поддержка,approved_source,practical_tool,root,"Ребёнок может назвать два или три понятных ориентира. Их количество зависит от возраста, позиции, уровня подготовки и задачи тренера.",утверждено,mental-skills-all-7-situations-approved-v1.md,133,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,82,Практический инструмент. Задача — действия — поддержка,approved_source,practical_tool,root,> «Хорошо. Ориентируйся на них и принимай решения по ситуации. А я тебя поддержу».,утверждено,mental-skills-all-7-situations-approved-v1.md,82,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,83,Практический инструмент. Задача — действия — поддержка,approved_source,practical_tool,root,После этого лучше не добавлять новые игровые советы.,утверждено,mental-skills-all-7-situations-approved-v1.md,52,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,84,Ритуал переключения,approved_source,ritual,root,"Вместе с ребёнком придумайте короткое безопасное действие, которое помогает оставить за пределами поля всё, что не относится к игре, и вернуть внимание:",утверждено,mental-skills-all-7-situations-approved-v1.md,152,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,85,Ритуал переключения,approved_source,ritual,root,"- к задаче тренера;
- к ключевым игровым действиям;
- к происходящему на поле;
- к самостоятельным решениям.",утверждено,mental-skills-all-7-situations-approved-v1.md,108,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,86,Ритуал переключения,approved_source,ritual,root,Например:,утверждено,mental-skills-all-7-situations-approved-v1.md,9,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,87,Ритуал переключения,approved_source,ritual,root,"- сделать спокойный выдох;
- коснуться линии поля;
- сжать и разжать ладонь;
- слегка покрутить ухо, будто заводишь пружину в голове;
- произнести короткую фразу: «Я в игре», «Начинаю» или «Вперёд».",утверждено,mental-skills-all-7-situations-approved-v1.md,198,Да
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,88,Ритуал переключения,approved_source,ritual,root,Ритуал не должен превращаться в обязательную примету. Задача ритуала — помочь ребёнку переключить внимание на игру. При необходимости действие можно менять.,утверждено,mental-skills-all-7-situations-approved-v1.md,156,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,89,Важное уточнение,approved_source,important_note,root,"Ритуал переключения не заменяет указания тренера и не гарантирует, что волнение исчезнет.",утверждено,mental-skills-all-7-situations-approved-v1.md,89,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,90,Важное уточнение,approved_source,important_note,root,"Это короткий способ остановить поток посторонних мыслей, вспомнить игровые ориентиры и вернуть внимание к происходящему на поле.",утверждено,mental-skills-all-7-situations-approved-v1.md,128,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,91,Завершение ситуации,approved_source,completion,root,**Ситуация пройдена.**,утверждено,mental-skills-all-7-situations-approved-v1.md,22,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,92,Завершение ситуации,approved_source,completion,root,"Вы увидели, как последние слова родителя перед стартом могут:",утверждено,mental-skills-all-7-situations-approved-v1.md,61,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,93,Завершение ситуации,approved_source,completion,root,"- создать вторую систему указаний;
- усилить давление результата;
- помочь ребёнку вспомнить задачу тренера;
- вернуть внимание к действиям, которые зависят от самого игрока;
- поддержать самостоятельное принятие решений.",утверждено,mental-skills-all-7-situations-approved-v1.md,221,Да
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,94,Завершение ситуации,approved_source,completion,root,Заберите с собой правило:,утверждено,mental-skills-all-7-situations-approved-v1.md,25,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,95,Завершение ситуации,approved_source,completion,root,> **Задача — действия — поддержка.**,утверждено,mental-skills-all-7-situations-approved-v1.md,36,Нет
2,PREMATCH_INSTRUCTIONS_02,Последние инструкции перед стартом,all,96,Завершение ситуации,approved_source,completion,root,"**Основная кнопка:** Перейти к ситуации 3.
**Дополнительные действия:** Повторить ситуацию; Вернуться на главную.",утверждено,mental-skills-all-7-situations-approved-v1.md,113,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,0,metadata,approved_source,working_title,root,Ребёнок ошибается и смотрит на родителя,утверждено,mental-skills-all-7-situations-approved-v1.md,39,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,1,Образовательная цель,approved_source,educational_goal,root,Помочь родителю реагировать на ошибку ребёнка спокойно и предсказуемо.,утверждено,mental-skills-all-7-situations-approved-v1.md,70,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,1,metadata,approved_source,short_title,root,Реакция на ошибку,утверждено,mental-skills-all-7-situations-approved-v1.md,17,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,2,Образовательная цель,approved_source,educational_goal,root,После неудачного игрового момента ребёнку важно:,утверждено,mental-skills-all-7-situations-approved-v1.md,48,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,3,Образовательная цель,approved_source,educational_goal,root,"- не переключаться с игры на оценку родителя;
- не зацикливаться на совершённой ошибке;
- быстро замечать, что происходит на поле дальше;
- продолжать самостоятельно принимать решения;
- сохранять внимание к указаниям тренера.",утверждено,mental-skills-all-7-situations-approved-v1.md,226,Да
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,6–8,4,Вводная ситуация,approved_source,intro,root,Ребёнок делает неточную передачу и сразу смотрит на вас.,утверждено,mental-skills-all-7-situations-approved-v1.md,56,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,9–12,5,Вводная ситуация,approved_source,intro,root,После ошибки ребёнка соперник создаёт опасный момент. Ребёнок на секунду отвлекается от игры и ищет вашу реакцию на трибуне.,утверждено,mental-skills-all-7-situations-approved-v1.md,124,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,13–16,6,Вводная ситуация,approved_source,intro,root,"После неудачного решения подросток на секунду переводит взгляд на вас, пытаясь понять вашу реакцию.",утверждено,mental-skills-all-7-situations-approved-v1.md,99,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,6–8,7,Первый вопрос родителю,approved_source,parent_question,root,Ребёнок ошибся и сразу посмотрел на вас. Как вы отреагируете?,утверждено,mental-skills-all-7-situations-approved-v1.md,61,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,9–12,8,Первый вопрос родителю,approved_source,parent_question,root,После ошибки ребёнок ищет вашу реакцию на трибуне. Что вы сделаете?,утверждено,mental-skills-all-7-situations-approved-v1.md,67,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,13–16,9,Первый вопрос родителю,approved_source,parent_question,root,Подросток после неудачного решения переводит взгляд на вас. Как вы отреагируете?,утверждено,mental-skills-all-7-situations-approved-v1.md,80,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,10,Первый выбор,approved_source,initial_choice,root,"- **Вариант А:** «Соберись! Что ты делаешь?»
- **Вариант Б:** «Ничего страшного! Продолжай».
- **Вариант В:** Спокойно покажу: «Продолжай».
- **Вариант Г:** Подскажу, как нужно было сыграть.",утверждено,mental-skills-all-7-situations-approved-v1.md,190,Да
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,11,Вариант А. «Соберись! Что ты делаешь?»,approved_source,supporting_text,А,"Ребёнок возвращается в игру, но начинает действовать осторожнее. После следующего игрового момента он снова смотрит на вас.",утверждено,mental-skills-all-7-situations-approved-v1.md,123,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,12,Вариант А. «Соберись! Что ты делаешь?»,approved_source,supporting_text,А,**Как вы продолжите?**,утверждено,mental-skills-all-7-situations-approved-v1.md,22,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,13,Вариант А. «Соберись! Что ты делаешь?»,approved_source,immediate_consequence,А1,Внимание ребёнка переключается с игры на необходимость любой ценой избежать следующей ошибки.,утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,14,Вариант А. «Соберись! Что ты делаешь?»,approved_source,immediate_consequence,А1,"Он может начать действовать слишком осторожно и отказываться от решений, в которых есть риск.",утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,15,Вариант А. «Соберись! Что ты делаешь?»,approved_source,repeated_consequence,А1,Ребёнок может реже проявлять инициативу и чаще проверять реакцию родителя после своих действий.,утверждено,mental-skills-all-7-situations-approved-v1.md,95,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,16,Вариант А. «Соберись! Что ты делаешь?»,approved_source,practical_advice,А1,"Не усиливайте страх новой ошибки. Помогите ребёнку оставить закончившийся момент позади и заметить, что происходит на поле сейчас.",утверждено,mental-skills-all-7-situations-approved-v1.md,130,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,17,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А1,"> «Этот игровой момент закончился. Смотри, что происходит дальше».",утверждено,mental-skills-all-7-situations-approved-v1.md,66,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,18,Вариант А. «Соберись! Что ты делаешь?»,approved_source,immediate_consequence,А2,Ошибка отделяется от продолжения игры. Ребёнок получает короткий сигнал вернуть внимание на поле.,утверждено,mental-skills-all-7-situations-approved-v1.md,97,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,19,Вариант А. «Соберись! Что ты делаешь?»,approved_source,repeated_consequence,А2,Ему может стать проще быстрее возвращаться в игру после неудачного действия.,утверждено,mental-skills-all-7-situations-approved-v1.md,76,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,20,Вариант А. «Соберись! Что ты делаешь?»,approved_source,practical_advice,А2,"Используйте короткую фразу без тактического разбора, оценки и напоминания о самой ошибке.",утверждено,mental-skills-all-7-situations-approved-v1.md,89,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,21,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А2,> «Следующий игровой момент».,утверждено,mental-skills-all-7-situations-approved-v1.md,29,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,22,Вариант А. «Соберись! Что ты делаешь?»,approved_source,immediate_consequence,А3,"Родитель прекращает резкую реакцию, а ребёнок получает нейтральный сигнал продолжить игру.",утверждено,mental-skills-all-7-situations-approved-v1.md,90,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,23,Вариант А. «Соберись! Что ты делаешь?»,approved_source,repeated_consequence,А3,Ребёнок может меньше зависеть от эмоциональной реакции трибуны и быстрее возвращать внимание на поле.,утверждено,mental-skills-all-7-situations-approved-v1.md,101,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,24,Вариант А. «Соберись! Что ты делаешь?»,approved_source,practical_advice,А3,"После матча можно признать, что первая реакция была слишком резкой. Это не ослабляет авторитет родителя, а показывает ребёнку пример исправления собственной ошибки.",утверждено,mental-skills-all-7-situations-approved-v1.md,164,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,25,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А3,Во время игры:,утверждено,mental-skills-all-7-situations-approved-v1.md,14,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,26,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А3,> «Продолжай».,утверждено,mental-skills-all-7-situations-approved-v1.md,14,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,27,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А3,После игры:,утверждено,mental-skills-all-7-situations-approved-v1.md,11,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,28,Вариант А. «Соберись! Что ты делаешь?»,approved_source,ready_phrase,А3,> «Я слишком резко отреагировал на твою ошибку. Мне стоило дать тебе спокойно продолжить игру».,утверждено,mental-skills-all-7-situations-approved-v1.md,95,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,29,Вариант Б. «Ничего страшного! Продолжай»,approved_source,supporting_text,Б,Ребёнок продолжает играть. После следующей ошибки он снова ищет вашу реакцию.,утверждено,mental-skills-all-7-situations-approved-v1.md,77,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,30,Вариант Б. «Ничего страшного! Продолжай»,approved_source,supporting_text,Б,**Как вы поступите?**,утверждено,mental-skills-all-7-situations-approved-v1.md,21,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,31,Вариант Б. «Ничего страшного! Продолжай»,approved_source,immediate_consequence,Б1,"Ребёнок получает поддержку, но одновременно начинает ждать подтверждения родителя после каждого неудачного действия.",утверждено,mental-skills-all-7-situations-approved-v1.md,116,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,32,Вариант Б. «Ничего страшного! Продолжай»,approved_source,repeated_consequence,Б1,Ему может стать сложнее самостоятельно справляться с ошибками без постоянного сигнала с трибуны.,утверждено,mental-skills-all-7-situations-approved-v1.md,96,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,33,Вариант Б. «Ничего страшного! Продолжай»,approved_source,practical_advice,Б1,После одного спокойного сигнала дайте ребёнку пространство самому вернуться в игру. Не сопровождайте реакцией каждое его действие.,утверждено,mental-skills-all-7-situations-approved-v1.md,130,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,34,Вариант Б. «Ничего страшного! Продолжай»,approved_source,ready_phrase,Б1,> «Продолжай игру».,утверждено,mental-skills-all-7-situations-approved-v1.md,19,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,35,Вариант Б. «Ничего страшного! Продолжай»,approved_source,ready_phrase,Б1,После этого лучше снова направить внимание на матч и не комментировать следующий момент.,утверждено,mental-skills-all-7-situations-approved-v1.md,88,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,36,Вариант Б. «Ничего страшного! Продолжай»,approved_source,immediate_consequence,Б2,Внимание ребёнка переключается с уже совершённой ошибки на происходящее сейчас.,утверждено,mental-skills-all-7-situations-approved-v1.md,79,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,37,Вариант Б. «Ничего страшного! Продолжай»,approved_source,repeated_consequence,Б2,Ему может стать проще не задерживаться мысленно в прошлом игровом моменте.,утверждено,mental-skills-all-7-situations-approved-v1.md,74,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,38,Вариант Б. «Ничего страшного! Продолжай»,approved_source,practical_advice,Б2,"Используйте одну и ту же короткую формулировку. Она должна возвращать внимание в игру, а не объяснять, как именно нужно действовать.",утверждено,mental-skills-all-7-situations-approved-v1.md,132,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,39,Вариант Б. «Ничего страшного! Продолжай»,approved_source,ready_phrase,Б2,> «Следующий игровой момент».,утверждено,mental-skills-all-7-situations-approved-v1.md,29,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,40,Вариант Б. «Ничего страшного! Продолжай»,approved_source,immediate_consequence,Б3,Ребёнок получает знакомый сигнал без дополнительной речевой нагрузки и не отвлекается на длинную подсказку.,утверждено,mental-skills-all-7-situations-approved-v1.md,107,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,41,Вариант Б. «Ничего страшного! Продолжай»,approved_source,repeated_consequence,Б3,Ему может стать проще самостоятельно возвращаться в игру после короткого взгляда на родителя.,утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,42,Вариант Б. «Ничего страшного! Продолжай»,approved_source,practical_advice,Б3,"Согласуйте жест заранее, до соревнования. Ребёнок должен точно понимать, что он означает только одно: «Продолжай играть».",утверждено,mental-skills-all-7-situations-approved-v1.md,121,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,43,Вариант Б. «Ничего страшного! Продолжай»,approved_source,ready_phrase,Б3,"> «Если после ошибки ты посмотришь на меня, я покажу тебе только один сигнал: продолжай играть».",утверждено,mental-skills-all-7-situations-approved-v1.md,96,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,44,Вариант В. Спокойно покажу: «Продолжай»,approved_source,supporting_text,В,Ребёнок сразу возвращает взгляд на поле и продолжает играть.,утверждено,mental-skills-all-7-situations-approved-v1.md,60,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,45,Вариант В. Спокойно покажу: «Продолжай»,approved_source,supporting_text,В,**Что вы сделаете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,27,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,46,Вариант В. Спокойно покажу: «Продолжай»,approved_source,immediate_consequence,В1,"Реакция родителя остаётся спокойной и предсказуемой. Ребёнку не приходится каждый раз угадывать, как взрослый оценил его действие.",утверждено,mental-skills-all-7-situations-approved-v1.md,130,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,47,Вариант В. Спокойно покажу: «Продолжай»,approved_source,repeated_consequence,В1,"Взгляд на трибуну может становиться короче, а внимание ребёнка — быстрее возвращаться к игре.",утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,48,Вариант В. Спокойно покажу: «Продолжай»,approved_source,practical_advice,В1,"Не превращайте жест в оценку каждого игрового момента. Используйте его только тогда, когда ребёнок действительно ищет вашу реакцию.",утверждено,mental-skills-all-7-situations-approved-v1.md,131,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,49,Вариант В. Спокойно покажу: «Продолжай»,approved_source,ready_phrase,В1,"> «Во время игры я не буду оценивать каждый твой момент. Если ты посмотришь на меня, я покажу только: продолжай».",утверждено,mental-skills-all-7-situations-approved-v1.md,113,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,50,Вариант В. Спокойно покажу: «Продолжай»,approved_source,immediate_consequence,В2,"В центре разговора оказывается не сама ошибка, а то, как ребёнку удалось продолжить игру после неё.",утверждено,mental-skills-all-7-situations-approved-v1.md,99,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,51,Вариант В. Спокойно покажу: «Продолжай»,approved_source,repeated_consequence,В2,"Ребёнок может постепенно замечать собственные способы восстановления и выбирать те, которые помогают именно ему.",утверждено,mental-skills-all-7-situations-approved-v1.md,112,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,52,Вариант В. Спокойно покажу: «Продолжай»,approved_source,practical_advice,В2,"Задайте вопрос после игры, когда ребёнок готов разговаривать. Не отвлекайте его от тренера во время перерыва и не требуйте немедленного ответа.",утверждено,mental-skills-all-7-situations-approved-v1.md,143,Нет
3,CHILD_ERROR_LOOKS_AT_PARENT_03,Ребёнок ошибается и смотрит на родителя,all,53,Вариант В. Спокойно покажу: «Продолжай»,approved_source,ready_phrase,В2,> «Что помогло тебе вернуться в игру после ошибки?»,утверждено,mental-skills-all-7-situations-approved-v1.md,51,Нет
